id,ru,en,info
4231,вид,"view
1) to look tired
2) seaview from the window","1) только ед.ч. — име́ть уста́лый вид
2) вид из окна́ на мо́ре"
4232,ви́ден,is (are) seen,"видна́ (-о, -ы́) кр.ф."
4233,ви́део,video,неизм.
4234,видеока́мера,videocamera,
4235,видеомагнитофо́н,video cassette recorder,
4236,ви́деть,to see,"(ви́жу, ви́дишь) нсв II — уви́деть (уви́жу, уви́дишь) св II"
4237,ви́деться,to see one another,"(ви́жусь, ви́дишься) нсв II — уви́деться (уви́жусь, уви́дишься) св II"
4238,ви́димо,apparently,
4239,ви́за,visa,
4240,визи́т,visit,
4241,визи́тка,visiting card,р.п. мн.ч. визи́ток разг. — визи́тная ка́рточка
4162,ви́лка,fork,р.п. мн.ч. ви́лок
4163,винегре́т,vinegret (salad),
4164,вино́,wine,
4165,винова́т,guilty,"(-а, -о, -ы) кр.ф."
4166,виногра́д,grapes,только ед.ч.
4167,ви́рус,"virus
1) influenza virus
2) computer virus","1) ви́рус гри́ппа
2) компью́терный ви́рус"
4168,висе́ть,to hang,нсв II
4169,"висо́к,",temple,"р.п. ед.ч. виска́; мн.ч. виски́, р.п. мн.ч. виско́в"
4170,витами́н,vitamin,
4171,витри́на,shopwindow,
4172,ви́шня,sour cherry,р.п. мн.ч. ви́шен
4173,вкла́дывать,"to put in, to invest
1) to put money in the envelope
2) to invest money in the production","нсв I — вложи́ть св II 
1) вложи́ть письмо́ в конве́рт
2) вкла́дывать де́ньги в произво́дство"
4174,включа́ть,"to switch on; to include
1) to switch on TV
2) to include him in the delegation","нсв I — включи́ть св II
1) что? — включи́ть телеви́зор
2) кого? — включи́ть его́ в соста́в делега́ции"
4175,вкус,"taste
1) This drink has a nice taste.
2) Ira has got a good taste. She dresses with taste.","1) только ед.ч. — У э́того напи́тка прия́тный вкус.
2) У И́ры хоро́ший вкус. Она́ одева́ется со вку́сом."
4176,вку́сный,"tasty, delicious; tasty","прил (-ая, -ое, -ые); нар. вку́сно"
4177,владе́лец,owner,"р.п. ед.ч. владе́льца; мн.ч. владе́льцы, р.п. мн.ч. владе́льцев"
4178,владе́ть,"to own, to master
1) to own land
2) to master foreign language","нсв I 
1) владе́ть землёй
2) владе́ть иностра́нным языко́м"
4179,вла́жный,"wet, humid; it’s humid/wet","прил. (-ая, -ое, -ые); нар. вла́жно"
4180,вла́стный,imperious; commandingly,"(-ая, -ое, -ые); вла́стно"
4181,власть,"power, authority
1) state power, reign (authority) of law
2) domestic authority, domestic authorities","ж.р.
1) только ед.ч. госуда́рственная власть, власть зако́на
2) ме́стная власть, ме́стные вла́сти"
4182,вле́во,to the left,
4183,влета́ть,to fly in,"нсв I — влете́ть (влечу́, влети́шь) св II"
4184,влия́ние,influence,только ед.ч.
4185,влия́ть,to influence,нсв I — повлия́ть св I
4186,влюблённый,"enamoured, amorous, in love","(-ая, -ое, -ые); кр.ф. влюблён, влюблена́, (-ы́)"
4187,влюбля́ться,to fall in love,"нсв I — влюби́ться (влюблю́сь, влю́бишься) св II"
4188,вме́сте,together,
4189,вме́сто,instead,р.п.
4190,вме́шиваться,to interfere,нсв I — вмеша́ться св I
4191,внача́ле,"at first, in the beginning",
4192,внеза́пный,sudden; suddenly,"(-ая, -ое, -ые); внеза́пно"
4193,вне́шний,outside; outwardly,"(-яя, -ее, -ие); вне́шне"
4194,вне́шность,appearance,ж.р. только ед.ч.
4195,вниз,down,
4196,внизу́,below,
4197,внима́ние,"attention
1) to call attention to the problem
2) to pay attention to the children
3) to pay attention to the mistakes","только ед.ч.
1) привле́чь внима́ние к пробле́ме
2) уделя́ть внима́ние де́тям
3) обраща́ть внима́ние на оши́бки"
4198,внима́тельный,"attentive; attentively
1) attentive reader
2) attentive husband","(-ая, -ое, -ые); внима́тельно
1) внима́тельный чита́тель
2) внима́тельный муж"
4199,вничью́,in a draw (about a game or match),
4200,вноси́ть,"to bring in, to pay in, to insert
1) to bring things in the carriage
2) to pay in money
3) to insert a point in the agreement, to amend text","(вношу́, вно́сишь) нсв II — внести́ (прош.вр. внёс, внесла́, внесли́) св I 
1) внести́ ве́щи в ваго́н
2) внести́ де́ньги
3) пункт в догово́р, попра́вку в текст"
4201,внук,grandson,ж.р. вну́чка; р.п.мн.ч. вну́чек
4122,вну́тренний,inner; inside,"(-яя, -ее, -ие); внутри́"
4124,во вре́мя,during,р.п.
4125,во-вторы́х,secondly,
4085,во-пе́рвых,first of all,
4123,во́время,in time,
4126,вода́,water,
4127,води́тель,driver,
4128,води́ть,"to conduct, to take, to lead, to drive
1) to take child to the park
2) to drive a car","(вожу́, во́дишь) только нсв II
1) кого? куда? — води́ть ребёнка в парк;
2) что? — води́ть маши́ну"
4129,во́дка,vodka,
4130,водопа́д,waterfall,
4131,воева́ть,to fight,"(вою́ю, вою́ешь) только нсв I"
4132,вое́нный,military,"(-ая, -ое, -ые)"
4133,возвраща́ть,"to return, to give back","нсв I — возврати́ть (возвращу́, возврати́шь) св II, верну́ть (верну́, вернёшь) св I"
4134,возвраща́ться,"to return, to come back","нсв I — возврати́ться (возвращу́сь, возврати́шься) св II, верну́ться (верну́сь, вернёшься) св I"
4135,возглавля́ть,"to head, to be in charge of","нсв I — возгла́вить (возгла́влю, возгла́вишь) св II"
4136,во́здух,air,только ед.ч.
4137,вози́ть,"to drive, to carry","(вожу́, во́зишь) нсв II"
4138,во́зле,near,
4139,возмо́жно,it is possible,вводн. сл.
4140,возмо́жность,possibility,ж.р.
4141,возмо́жный,possible; possibly,"(-ая, -ое, -ые); возмо́жно"
4142,возмуща́ться,"to be indignant, to boil over","нсв I — возмути́ться (возмущу́сь, возмути́шься) св II"
4143,возника́ть,"to arise, to originate","нсв I — возни́кнуть (прош.вр. возни́к, возни́кла, возни́кли) св I"
4144,возража́ть,"to object, to mind, to protest","нсв I — возрази́ть (возражу́, возрази́шь) св II"
4145,возраже́ние,objection,
4146,во́зраст,age,
4147,возрожде́ние,"rebirth, revival, renaissance",только ед.ч.
4148,война́,war,
4149,вокза́л,railway station,
4150,вокру́г,"around
1) The firs grew around the house.
2) It was quiet around.","1) + р.п. — Вокру́г до́ма росли́ е́ли.
2) Вокру́г бы́ло ти́хо."
4151,волево́й,strong-willed,"(-а́я, -о́е, -ы́е)"
4152,волейбо́л,volleyball,только ед.ч.
4153,волейболи́ст,volleyball player,ж.р. волейболи́стка; р.п. мн.ч. волейболи́сток
4154,волк,wolf,
4155,волна́,"wave
1) sea wave
2) radio wave
3) wave of protest","1) морска́я волна́
2) радиоволна́
3) волна́ проте́ста"
4156,волне́ние,excitement,
4157,волнова́ть,"to excite, to alarm","(волну́ю, волну́ешь) нсв I — взволнова́ть (взволну́ю, взволну́ешь) св I"
4158,волнова́ться,to worry,"(волну́юсь, волну́ешься) нсв"
4159,во́лосы,hair,мн.ч.; ед.ч. во́лос
4160,во́ля,will,только ед.ч.
4161,вон,over there — The chemist’s is over there.,Апте́ка вон там.
4082,воображе́ние,imagination,только ед.ч.
4083,вообще́,"generally, actually",
4084,вооружённый,weaponed,"(-ая, -ое, -ые)"
4086,вопреки́,"despite of, in defiance of",д.п.
4087,вопро́с,question,
4088,вор,thief,
4089,воробе́й,sparrow,р.п. воробья́; мн.ч. воробьи́
4090,ворова́ть,to steal,"(вору́ю, вору́ешь) нсв I"
4091,воро́на,crow,
4092,воро́та,gates,только мн.ч.
4093,воротни́к,collar,
4094,ворча́ть,"to grumble, to grow",нсв II
4095,восемна́дцать,eighteen,
4096,во́семь,eight,
4097,во́семьдесят,eighty,
4098,восемьсо́т,eight hundred,
4099,воскресе́нье,Sunday,сущ.
4100,воскре́сный,sunday,"(-ая, -ое, -ые) прил."
4101,воспита́ние,upbringing,только ед.ч.
4102,воспи́танный,"accomplished, well-mannered, well-bred","(-ая, -ое, -ые)"
4103,воспи́тывать,to bring up,нсв I — воспита́ть св I
4104,воспомина́ние,remembrance,
4105,восстана́вливать,"to reconstruct, to restore","нсв I — восстанови́ть (восстановлю́, восстано́вишь) св II"
4106,восста́ние,"uprising, revolt",
4107,восто́к,"east, orient",только ед.ч.
4108,восто́чный,"eastern, oriental","(-ая, -ое, -ые)"
4109,восхища́ться,"to admire, to be delighted","нсв I — восхити́ться (восхищу́сь, восхити́шься) св II"
4110,восхо́д,sunrise,
4111,восьмо́й,eighth,"(-а́я, -о́е, -ы́е)"
4112,вот,here is,
4113,впервы́е,for the first time,
4114,вперёд,forward,
4115,впереди́,in front of,р.п.
4116,впечатле́ние,impression,
4117,впечатли́тельный,"impressible, sensitive","(-ая, -ое, -ые)"
4118,впи́сывать,"to write in, to enter","нсв I — вписа́ть (впишу́, впи́шешь) св I"
4119,вполго́лоса,in a small voice,
4120,вполне́,quite,
4121,впосле́дствии,afterwards,
4042,впра́во,to the right,
4043,впуска́ть,to let in,"нсв I — впусти́ть (впущу́, впу́стишь) св II"
4044,враг,enemy,
4045,вражде́бный,hostile,"прил. (-ая, -ое, -ые); нар. вражде́бно"
4046,враждова́ть,to be at swords’ points,"(вражду́ю, вражду́ешь) только нсв I"
